Code,Subject Code,Course Title,Credits,Semester Typically Offered,Foundations Designation,Description,Grading Basis,Course Type,Course Level,College,Department
ENGR101,ENGR,Sustainable Cities (FN),3,fall or spring or summer or all,FN - Foundations of Natural%COMMA% Physical%COMMA% and Applied Sciences,An introduction to the science of ecological issues facing cities and community development. Including factors such as transportation%COMMA% waste management%COMMA% building performance%COMMA% energy and water,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Engineering Science
ENGR337,ENGR,Introduction to Security in Cyber-Physical Systems,3,fall only,NULL,Overview of systems security: hardware%COMMA% software%COMMA% encryption%COMMA% and physical security. Includes multiple modules: system security%COMMA% physical issues in security%COMMA% hardware and firmware security issues%COMMA% industrial control%COMMA% and all things connected to the internet. Cross-listed CS 330%COMMA% ECE 337%COMMA% MATH 337%COMMA% ME 337%COMMA% may be taken once for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Engineering Science
ENGR590,ENGR,Practicum/Internship,1-12,fall or spring or summer or all,NULL,"To earn graduate credit you must have a 3.00 cumulative GPA and no more than 12 credits may be applied toward a graduate degree or second undergraduate degree. Some graduate programs%COMMA% however%COMMA% accept only 3 internship credits. Practicum/Internship cannot be repeated to improve a grade. Pass/fail only. Notes: An undergraduate internship is an entry level employment experience related to the discipline. The graduate intern already has an undergraduate degree and is expected to perform with a higher level of responsibility%COMMA% decision-making authority%COMMA% and accomplishment.",Letter Grade - Regular,Internship,Graduate,College of Engineering,Engineering Science
ENGR250,ENGR,Residential College Seminar: Engineering,1,fall or spring or both,NULL,Returning Engineering Residential College participants will explore aspects of success in engineering through a series of academic%COMMA% community service%COMMA% and team building activities. May be repeated for credit.,Letter Grade - Regular,Seminar,Undergraduate,College of Engineering,Engineering Science
ENGR601,ENGR,Graduate Orientation,1,fall only,NULL,Orientation to the graduate student experience%COMMA% requirements for the doctoral degree%COMMA% and research practices including ethics%COMMA% safety%COMMA% research methods%COMMA% and intellectual property.,Pass/Fail/Audit - PFA,Lecture,Graduate,College of Engineering,Engineering Science
ENGR240,ENGR,Electrical and Electronic Circuits,3,fall or spring or both,NULL,A concise overview of the basic concepts%COMMA% methods%COMMA% and tools employed in the broad field of electrical and electronic engineering. Provides a foundation for use throughout a career in engineering or science to understand%COMMA% analyze%COMMA% and improve systems that incorporate electronic circuits or electrical machinery/equipment. Basic circuit theory%COMMA% analog and digital electronic components/circuits%COMMA% communication circuits%COMMA% power distribution circuits%COMMA% and AC/DC machines.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Engineering Science
ENGR375,ENGR,Microgravity University,1,fall or spring or both,NULL,Application of science and engineering theory through proposal writing and design of experiments for microgravity flights on NASA aircraft. May be repeated for credit.,Pass/Fail - PF,Lecture,Undergraduate,College of Engineering,Engineering Science
ENGR480,ENGR,Engineering Design III (FF),4,fall or spring or both,FF - Finishing Foundations,The capstone design experience integrating engineering design%COMMA% the design process%COMMA% and project management to solve open-ended projects based upon customer and engineering requirements. Includes a series of project reports%COMMA% formal presentations%COMMA% and a written report. Professional skills%COMMA% such as teamwork%COMMA% leading effective meetings%COMMA% safety%COMMA% ethics%COMMA% project management%COMMA% and time management will be emphasized.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Engineering Science
ENGR593,ENGR,Thesis,1-12,fall or spring or summer or all,NULL,Independent research or creativity activity at the master's level resulting in a thesis that must be defended at a final oral examination and archived in the university library. The thesis must be written in clear and effective English and presented in a format that conforms to the standards of the Graduate College. Pass/fail only.,Pass/Fail/In-Progress - PIP,Thesis Research,Graduate,College of Engineering,Engineering Science
ENGR496,ENGR,Independent Study,1-4,fall or spring or summer or all,NULL,Upper-division students may earn credits in independent study%COMMA% usually through directed reading or by completing a special project. Students may earn no more than 4 credits in a semester and no more than 6 credits during a single academic year%COMMA% and no more than a total of 9 credits may be used to meet degree requirements or university graduation requirements. Before enrolling for independent study%COMMA% a student must obtain the approval of the department chair%COMMA% acting on the recommendation of the instructor who will be supervising the independent study. An independent study cannot be substituted for a course regularly offered at Boise State%COMMA% nor can independent study credits be used to improve a grade in a course the student has already taken.,Letter Grade - Regular,Independent Study,Undergraduate,College of Engineering,Engineering Science
ENGR493,ENGR,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,College of Engineering,Engineering Science
ENGR525,ENGR,The Business of Technology,3,fall only,NULL,Gives Engineering and Science graduates a deeper understanding of essential business concepts%COMMA% a broadened business vocabulary%COMMA% and greater confidence in communicating with hiring managers and business leaders.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Engineering Science
ENGR373,ENGR,Global Citizenship and Social Responsibility,3,spring only,NULL,A collaborative approach for addressing the global issues of poverty and inequity from the context of integrated health%COMMA% business%COMMA% education%COMMA% and engineering systems. Requires an international%COMMA% spring break service learning experience; acceptance into Study Abroad required. Cross-listed with NURS 373%COMMA% may be taken once for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Engineering Science
ENGR293,ENGR,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,College of Engineering,Engineering Science
ENGR100,ENGR,Energy for Society (FN),3,fall and spring and summer,FN - Foundations of Natural%COMMA% Physical%COMMA% and Applied Sciences,A basic understanding of energy and how it has been put to use is developed to promote a better understanding of our present technological society with its energy%COMMA% environmental%COMMA% social%COMMA% and political problems. Alternative as well as conventional energy solutions are considered. This is a general interest course%COMMA% having no prerequisite.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Engineering Science
ENGR575,ENGR,Microgravity Leadership,1,fall or spring or both,NULL,Advising undergraduate NASA Microgravity University research teams. May be repeated for credit.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Engineering Science
ENTBUS327,ENTBUS,Foundations of Entrepreneurship,3,fall or spring or summer or all,NULL,"This course introduces students to the foundations of entrepreneurship. Topics include how to recognize business opportunities%COMMA% develop business models and plans%COMMA% and identify and locate sources of funding for business opportunities. Students will practice communicating business ideas to others. 					",Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTBUS427,ENTBUS,Launching a New Business,3,fall or spring or summer or all,NULL,"Students will use the business model canvas to evaluate and assess business sustainability through an applied project. Additional topics include funding mechanisms for early-stage companies%COMMA% and identifying team skills needed to launch a new business. 												",Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTBUS387,ENTBUS,Entrepreneurial Marketing,3,fall or spring or summer or all,NULL,"Entrepreneurial Marketing applies key marketing strategies to new businesses and/or new product launches. Students will focus on the marketing concepts associated with many of the business challenges facing new ventures. Students will develop comprehensive marketing plans for a new business or product. 							",Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTBUS357,ENTBUS,Entrepreneurial Management,3,fall or spring or summer or all,NULL,"Students will analyze the management and organization issues faced by new business ventures. Concepts include managing early-stage businesses for growth and sustainability. Students will also evaluate legal issues and considerations for business growth. 									",Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTREP293,ENTREP,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,College of Business and Economics,Management
ENTREP100,ENTREP,Intro to Tech Startups,1,fall and spring only,NULL,Lean startup principles that have helped prominent tech startups grow into billion-dollar companies. Topics covered in this course include innovating with technology%COMMA% creating value%COMMA% launching a product%COMMA% iterating ideas%COMMA% and scaling a business.,Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTREP493U,ENTREP,Work U,1-3,fall and spring and summer,NULL,Designed to provide students with professional experiences%COMMA% regardless of their major. Students will develop their professional network alongside a mentor at a Treasure Valley employer. Time spent on site with employers and in a weekly class session. The class sessions are designed to unpack what the students are learning on the job%COMMA% attend interactive workshops%COMMA% engage with dynamic guest leaders from partner employers%COMMA% and learn skills that translate directly to a professional setting. No more than 12 credits of Work U and/or internship may be applied towards graduation requirements.,Letter Grade - Regular,Practicum,Undergraduate,College of Business and Economics,Management
ENTREP496,ENTREP,Independent Study,1-4,fall or spring or summer or all,NULL,Upper-division students may earn credits in independent study%COMMA% usually through directed reading or by completing a special project. Students may earn no more than 4 credits in a semester and no more than 6 credits during a single academic year%COMMA% and no more than a total of 9 credits may be used to meet degree requirements or university graduation requirements. Before enrolling for independent study%COMMA% a student must obtain the approval of the department chair%COMMA% acting on the recommendation of the instructor who will be supervising the independent study. An independent study cannot be substituted for a course regularly offered at Boise State%COMMA% nor can independent study credits be used to improve a grade in a course the student has already taken.,Letter Grade - Regular,Independent Study,Undergraduate,College of Business and Economics,Management
ENTREP201,ENTREP,Minimal Viable Product Launch,1,spring only,NULL,Introduction to prototyping via minimal viable products. Topics include assessing%COMMA% designing%COMMA% building%COMMA% and testing prototypes.,Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTREP400,ENTREP,Senior Idea Launch,1,fall and spring only,NULL,Receive one-on-one attention and mentoring to help launch your venture. Report progress via documentation%COMMA% meetings and demos. Class concludes with a pitch presentation to investors and local business leaders.,Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTREP493,ENTREP,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. No more than 12 internship credits may be used to meet degree requirements or university graduation requirements. Recommended admission to COBE and a minimum 2.00 cumulative GPA.,Letter Grade - Regular,Internship,Undergraduate,College of Business and Economics,Management
ENTREP422,ENTREP,New Venture Funding,3,fall and spring only,NULL,"Addresses the challenges related to estimating capital requirements%COMMA% raising start-up capital%COMMA% and valuing new ventures. Covers estimating start-up expenses%COMMA% creating pro-forma financial statements%COMMA% raising capital using debt or equity%COMMA% and valuation of early-stage ventures given limited historical data.  ",Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTREP420,ENTREP,New Venture Creation,3,fall and spring only,NULL,Uses lean start processes and tools to create a new venture based on a sustainable business model and plan. Topics include opportunity recognition and assessment%COMMA% team management%COMMA% business model development and venture funding.,Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTREP320,ENTREP,Entrepreneurial Skills,3,fall and spring only,NULL,Utilizes opportunity recognition%COMMA% design thinking%COMMA% lean launch%COMMA% and rapid prototyping techniques to develop and test student business ideas. Learners will generate a business model canvas to develop a 360º view of the business. ,Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTREP200,ENTREP,Customer Discovery for Tech Startups,1,fall only,NULL,Techniques used for discovering and validating customer segments for new or existing tech products. Topics include analyzing existing markets and competitors%COMMA% receiving first-hand feedback from real potential customers%COMMA% and learning to clearly define value propositions.,Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENTREP421,ENTREP,Managing an Emerging Business,3,fall and spring only,NULL,Addresses the issues and challenges encountered by early stage ventures. Covers planning to achieve growth%COMMA% organizational and legal issues%COMMA% funding and marketing and sales strategies.,Letter Grade - Regular,Lecture,Undergraduate,College of Business and Economics,Management
ENVSCI298,ENVSCI,Perspectives in the Environmental Sciences II,1,fall only,NULL,This course builds on ENVSCI 198 and is designed to give existing Environmental Science majors opportunities to engage with employers%COMMA% explore experiential learning opportunities in Environmental Science%COMMA% develop career preparation skills%COMMA% and investigate what pathways of specialization Environmental Science students may choose to focus their degree on.,Pass/Fail - PF,Seminar,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI198,ENVSCI,Perspectives in the Environmental Sciences I,1,fall and spring only,NULL,Designed to give new Environmental Science majors an introduction to the careers of Environmental Science%COMMA% the concepts of Environmental Science research%COMMA% the research of faculty%COMMA% and the tools necessary to be a successful Environmental Science student.,Pass/Fail - PF,Seminar,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI493U,ENVSCI,Work U,1-3,fall and spring and summer,NULL,Designed to provide students with professional experiences%COMMA% regardless of their major. Students will develop their professional network alongside a mentor at a Treasure Valley employer. Time spent on site with employers and in a weekly class session. The class sessions are designed to unpack what the students are learning on the job%COMMA% attend interactive workshops%COMMA% engage with dynamic guest leaders from partner employers%COMMA% and learn skills that translate directly to a professional setting. No more than 12 credits of Work U and/or internship may be applied towards graduation requirements.,Letter Grade - Regular,Practicum,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI482,ENVSCI,Environmental Science Field School,1-4,fall or spring or summer or all,NULL,An interdisciplinary hands-on experience designed to provide training in and exposure to complex environmental challenges. Opportunity to learn from faculty%COMMA% peers%COMMA% and community partners in the context of environmental challenges and opportunities. Field School topics will vary but will include multiple perspectives on topics such as environmental quality%COMMA% natural resource use and conservation%COMMA% the built environment%COMMA% environmental policy%COMMA% and communication of complex environmental topics. May be repeated for a maximum of 6 credits. ,Letter Grade - Regular,Field Studies,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI401,ENVSCI,Finishing Foundations via Vertically Integrated Projects in Environmental Science (FF),1-3,fall and spring only,FF - Finishing Foundations,Integrate VIP course content with the opportunity to develop oral communication skills%COMMA% critical inquiry%COMMA% innovation%COMMA% and reflection on student individual personal and professional goals. Cross-listed with BIOL407 and VIP407%COMMA% may take for credit once.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI485,ENVSCI,Finishing Foundations in Environmental Science (FF),1,spring only,FF - Finishing Foundations,Students work with a faculty mentor or community partner to develop independent research or internship projects%COMMA% respectively%COMMA% to address a relevant question in environmental science research or perform an environmental science relevant project with a community partner. Students work in teams to accomplish the research or project goals and present the outcomes of their research or projects in a public venue. Can be taken with a research experience to fulfill the Finishing Foundations requirement. Recommended completion of ENVSCI479 or ENVSCI 493 or ENVSCI496.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI306,ENVSCI,Communication in the Environmental Sciences,3,spring only,NULL,Development of written and oral communication skills necessary for future careers in the environmental sciences. Skills include summarizing and evaluating scientific research%COMMA% and communicating scientific information to targeted audiences.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI300,ENVSCI,Tools for the Professional Environmental Scientist,3,fall only,NULL,A case-based introduction to a broad range of qualitative and quantitative environmental research methods from data collection to synthesis. Emphasis on exposure%COMMA% research design%COMMA% and identifying appropriate methods. Students work in teams to develop proficiency in a suite of ways of knowing and to develop professionalism in time management%COMMA% crucial conversation%COMMA% professional etiquette%COMMA% and teamwork skills.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI479,ENVSCI,Undergraduate Research Experience, 0-3,fall or spring or summer or all,NULL,Provides insight into research or creative work through inquiry%COMMA% investigation%COMMA% discovery%COMMA% and application. There is a possibility of collaborating with graduate students who are performing graduate-level research. All research is supervised by a faculty member. May be repeated for credit. Either graded or pass/fail. It is recommended that the 0 credit option be offered as pass/fail.,Letter Grade - Regular,Research,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSCI493,ENVSCI,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied toward graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,College of Arts and Sciences,Environmental Science
ENVSTD420,ENVSTD,Contemporary Debates on Global Environmental Change,3,fall or spring or both,NULL,Provides advanced exploration of key debates surrounding Global Environmental Change (GEC) including climate change%COMMA% deforestation%COMMA% agriculture%COMMA% biodiversity loss%COMMA% and urbanization. Draws from social sciences%COMMA% natural sciences%COMMA% policy%COMMA% and humanities to examine interactions between human and natural systems. Explores how these interactions both provoke GEC and inspire novel solutions.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD440,ENVSTD,Nature Conservation in a Global Perspective,3,fall or spring or both,NULL,Explores historical origins and contemporary debates over the protection of nature. Considers the moral and ethical role of conservation across different landscapes%COMMA% species%COMMA% and cultures. Evaluates the development of parks and protected areas globally including management and community conflicts and challenges. Draws upon textual%COMMA% visual%COMMA% multimedia%COMMA% and film sources.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD492,ENVSTD,Capstone Seminar (FF),3,fall and spring only,FF - Finishing Foundations,Capstone course that integrates science%COMMA% policy%COMMA% and the social sciences to address a real-life problem. Students will identify a problem%COMMA% gather data%COMMA% consult with experts%COMMA% study policy%COMMA% then recommend a solution.,Letter Grade - Regular,Seminar,Undergraduate,School of Public Service,Environmental Studies
ENVSTD493U,ENVSTD,Work U,1-3,fall and spring and summer,NULL,Designed to provide students with professional experiences%COMMA% regardless of their major. Students will develop their professional network alongside a mentor at a Treasure Valley employer. Time spent on site with employers and in a weekly class session. The class sessions are designed to unpack what the students are learning on the job%COMMA% attend interactive workshops%COMMA% engage with dynamic guest leaders from partner employers%COMMA% and learn skills that translate directly to a professional setting. No more than 12 credits of Work U and/or internship may be applied towards graduation requirements.,Letter Grade - Regular,Practicum,Undergraduate,College of Arts and Sciences,Environmental Studies
ENVSTD482,ENVSTD,Environmental Field School ,1-6,summer only,NULL,On-site intensive field instruction in problem-based learning related to ecosystems%COMMA% energy%COMMA% and water transitions in Idaho. Focus will be placed on individual and team projects involving problem definition%COMMA% data collection%COMMA% analysis%COMMA% implementation%COMMA% and communication with public audiences. May be repeated for a maximum of 6 credits.,Letter Grade - Regular,Field Studies,Undergraduate,School of Public Service,Environmental Studies
ENVSTD435,ENVSTD,Global Migration and the Environment,3,fall or spring or both,NULL,Environmental change influences how human populations move around the world. Natural disasters%COMMA% resource degradation%COMMA% and unequal access to services motivate migration. Explores contemporary migration including rural to urban transitions. Considers why people move%COMMA% where they go%COMMA% how they get there%COMMA% and the environmental impact on receiving communities.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD375,ENVSTD,Gender%COMMA% Power%COMMA% and the Environment,3,as justified,NULL,Critically explores the gendered implications of climate change%COMMA% race and disease%COMMA% and environmental degradation in a variety of spatial and temporal settings.  Deep engagement with topical%COMMA% philosophical and historical importance of gender to understanding the environment globally. Focus on solutions for today's most pressing problems regarding justice and environmentalism. ,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD496,ENVSTD,Independent Study,1-4,fall or spring or summer or all,NULL,Upper-division students may earn credits in independent study%COMMA% usually through directed reading or by completing a special project. Students may earn no more than 4 credits in a semester and no more than 6 credits during a single academic year%COMMA% and no more than a total of 9 credits may be used to meet degree requirements or university graduation requirements. Before enrolling for independent study%COMMA% a student must obtain the approval of the department chair%COMMA% acting on the recommendation of the instructor who will be supervising the independent study. An independent study cannot be substituted for a course regularly offered at Boise State%COMMA% nor can independent study credits be used to improve a grade in a course the student has already taken.,Letter Grade - Regular,Independent Study,Undergraduate,School of Public Service,Environmental Studies
ENVSTD493,ENVSTD,Internship,1-12,fall and spring and summer,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,School of Public Service,Environmental Studies
ENVSTD441,ENVSTD,Animals in Time and Space,3,fall or spring or both,NULL,Humans%COMMA% throughout time%COMMA% have taken nonhuman animals seriously%COMMA% as friends%COMMA% foes%COMMA% feasts%COMMA% beasts%COMMA% symbols%COMMA% commodities%COMMA% and more. This class will examine how humans and their environments have been shaped by interactions with other animals. It is comparative%COMMA% spiraling through time and around the world to look at animals in relation to colonial and modern societies and in the oceans. Cross-listed with HIST345%COMMA% may be taken for credit once.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD300,ENVSTD,Environmental Management and Analysis,3,fall or spring or both,NULL,Investigation of environmental projects carried out by local agencies and organizations. Explores how different stakeholders prioritize different environmental issues and how prescribed remedies vary. Refines and expands on problem-solving practices in community setting. Includes experience integrating knowledge from science and society.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD450,ENVSTD,Policy for the Environment,3,fall or spring or both,NULL,Provides an overview of policy processes for the environment%COMMA% including policymaking and implementation at local%COMMA% regional%COMMA% national and/or international scales. Examines political and institutional barriers and opportunities to policy choices and corresponding impacts on the environment. Emphasis placed on variety of stakeholders involved in decision-making and the inherent conflicts that emerge.standing.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD121,ENVSTD,Introduction to the Environment (FN),3,fall and spring and summer,FN - Foundations of Natural%COMMA% Physical%COMMA% and Applied Sciences,Introduction to the interdisciplinary nature of environmental concepts and issues%COMMA% grounded in the natural sciences%COMMA% with some attention to social sciences%COMMA% and policy. Focus on complexity and splendor of the natural world and how it sustains human and non-human life. Examine major impacts on environmental systems%COMMA% how these affect human wellbeing%COMMA% and how to address these challenges.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD200,ENVSTD,Environmental Approaches and Methods,3,fall or spring or both,NULL,Introduction to problem-based learning using senses of place and concepts of justice to practice refining an environmental problem%COMMA% seeking knowledge%COMMA% consulting experts%COMMA% collaborating on solutions%COMMA% producing a proposal%COMMA% and reflecting on the process.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD220,ENVSTD,Introduction to Global Environmental Change,3,fall or spring or summer or all,NULL,Explores the most consequential forms of contemporary global environmental change (GEC) such as climate change%COMMA% agriculture%COMMA% urbanization%COMMA% and biodiversity loss. Drawing on the social sciences%COMMA% policy%COMMA% humanities%COMMA% and physical sciences%COMMA% this interdisciplinary course examines the causes of these changes%COMMA% their impacts%COMMA% and how we can address them. Cross-listed with GLOBAL220%COMMA% may be taken for credit once. ,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD445,ENVSTD,Landscape and Place ,3,as justified,NULL,Explores various interdisciplinary methods of understanding senses of place and interpretations of landscapes across time and space.  Attention given to social%COMMA% cultural%COMMA% economic%COMMA% and scientific perspectives. May include oral histories%COMMA% toponymic surveys of place names%COMMA% interviews and ethnographies%COMMA% or other approaches.  ,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD430,ENVSTD,Environmental Justice,3,fall or spring or both,NULL,Examines challenges and controversies associated with unequal distribution of environmental risks and hazards across communities. Explores the social%COMMA% industrial%COMMA% and economic forces that create inequitable burdens of environmental pollution as well as movements to reduce such burdens. Focus on the United States%COMMA% readings include cases from around the world.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD470,ENVSTD,Climate%COMMA% Justice%COMMA% and the Commonwealth,3,fall or spring or both,NULL,Overview of social science approaches to understanding and researching climate change adaptation%COMMA% social impacts of climate change%COMMA% and communities of resilience. Examines human rights issues%COMMA% literary and social responses%COMMA% and concepts of justice behind climate crises and conflicts.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD431,ENVSTD,Indigenous Peoples and the Environment: Dispossession%COMMA% Resilience%COMMA% Renewal ,3,fall or spring (intermittently),NULL,Examines multiple intersections between Indigenous communities and environment. Covers ecological impacts of colonialism%COMMA% colonial roots of global environmental studies%COMMA% and importance of Indigenous knowledge and sovereignty. Examines concrete ways environmental harm and injustice impacts Indigenous communities and innovative responses to biological conservation%COMMA% food sovereignty%COMMA% mining/extraction%COMMA% climate change%COMMA% and water%COMMA% forest%COMMA% and wildfire management.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD498,ENVSTD,Seminar in Environmental Studies,1-3,fall or spring or summer or all,NULL,A small class experience that is relevant to Environmental Studies. May be repeated for credit.,Letter Grade - Regular,Seminar,Undergraduate,School of Public Service,Environmental Studies
ENVSTD410,ENVSTD,Energy and the Environment,3,fall or spring or both,NULL,Examines changing energy resource portfolios and the environmental and social implications of these changes. Explores tensions associated with infrastructure scale%COMMA% path dependence%COMMA% and energy justice. Considers the evolving public policy response to challenges and opportunities at local%COMMA% state%COMMA% regional%COMMA% national%COMMA% and international levels.,Letter Grade - Regular,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD490,ENVSTD,Certification Experience in Environmental Education ,1-2,as justified,NULL,Contextualizes a completed national certification in a specific skill area related to environmental education and leadership. Emphasis on transfer of skills acquired in experiential setting to educational settings. Credits variable based on hours in certificate. May be repeated for credit.,Pass/Fail - PF,Lecture,Undergraduate,School of Public Service,Environmental Studies
ENVSTD293,ENVSTD,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,School of Public Service,Environmental Studies
EOHS431,EOHS,Climate Change and Public Health,3,fall only,NULL,Considers the global environmental crisis of climate change from a public health perspective. Covers the natural and man-made causes of climate change and the direct and indirect impacts these changes have on human health. Public health strategies for addressing climate change and mitigating its health impacts are also discussed.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Public and Population Health
EOHS331,EOHS,Measuring Human Exposures to Health Hazards,3,fall only,NULL,Presents the basic principles of exposure assessment%COMMA% which is used to measure human exposures to hazardous substances in the environment and workplace. Students learn how to assess contaminant levels in our air%COMMA% water%COMMA% and soil and to measure the presence of these harmful substances in the human body.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Public and Population Health
EOHS433,EOHS,Environmental Health Disparities ,3,spring only,NULL,Assesses how harmful environmental exposures that result in negative health effects are unevenly distributed within society due to social and economic inequalities. Prepares students to recognize the determinants of environmental health disparities and to develop strategies that address inequities and promote healthy environments for all.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Public and Population Health
EOHS334,EOHS,Environmental Health Management,3,spring only,NULL,Includes management strategies used by local environmental health agencies to protect surface and drinking water%COMMA% dispose of solid and hazardous waste%COMMA% prevent disease outbreaks%COMMA% ensure food safety%COMMA% and help communities prepare for and respond to natural and man-made disasters. Incorporates field experiences where students interact with local environmental health professionals and see environmental health management principles in action.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Public and Population Health
ETHNIC493,ETHNIC,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,College of Arts and Sciences,Sociology
ETHNIC333,ETHNIC,Contemporary Chicanx Issues,3,spring only,NULL,Comparative analysis of contemporary socioeconomic and political issues confronting Mexican Americans in U.S. society. Topics include study of community%COMMA% gender%COMMA% labor%COMMA% immigration%COMMA% heterogeneous identity%COMMA% environmental justice%COMMA% and social change. Special attention given to comparing the Mexican American experience with other racial-ethnic groups. Institutional and social responses to contemporary issues will also be examined. SOC 332 strongly encouraged. Cross-listed with SOC333%COMMA% may be taken for credit once. ,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Sociology
