"Code","Subject Code","Number","Cross-listed","Course Title","Lecture Hours","Lab/Studio Hours","Credits","Semester Typically Offered","Foundations Designation","Description","Grading Basis","(requiresPermission)","Prerequisites","Co-requisites","Repeatable","Max Attempts","Total Credits Allowed","Course Type","Course Level","College","Department"
"GCOLL596","GCOLL","596",,"Independent Study","V","V","1–6","fall or spring or summer or all",,"Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Graduate","Graduate College","Graduate College"
"GCOLL501","GCOLL","501",,"Bridge to the Doctorate Seminar","0","2","1","fall or spring (intermittently)",,"Graduate Seminar for Bridge to the Doctorate (BD) Fellows. Introduces and provides practice in graduate student success strategies for the first critical two years of graduate school. Weekly topics may include, inclusive mentoring, graduate student success strategies, competitive national fellowship applications, responsible conduct of research, and professional development strategies. May be repeated for credit. Must be a Bridge to Doctorate Fellow.","Pass/Fail - PF","Requires Permission of Instructor Only",,,"true","99","99","Seminar","Graduate","Graduate College","Graduate College"
"GENCOUN520","GENCOUN","520",,"Prenatal Genetics ","2","0","1","fall only",,"Reviews topics unique to prenatal genetic counseling. Subject matter includes: prenatal session terminology, screening and diagnostic testing, ultrasound anomalies, teratogens, infertility and assisted reproductive technologies, and inclusive pedigree construction. Complex scenarios will be discussed to highlight some of the more challenging situations that may occur in a prenatal genetic counseling session. Specific prenatal cases will also be examined. May be repeated once for credit.","Letter Grade - Regular",,,"Completed or concurrently enrolled in at least 1 of the following:
GENCOUN510 - Principles of Human Genetics (3)
","true","2","2","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN530","GENCOUN","530",,"Principles and Practices of Genetic Counseling I","3","0","3","fall only",,"Principles and Practices of Genetic Counseling I, II, III, and IV represent a series of sequential skill building courses providing necessary education for the practice of genetic counseling. Basic principles and tools of genetic counseling are discussed and illustrated. Theory of counseling principles and applications as well as code of ethics for the profession of genetic counseling.","Letter Grade - Regular",,"Declared or admitted to Genetic Counseling MS
",,"false",,"3","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN545","GENCOUN","545",,"Research Methods and Statistics","3","0","3","spring only",,"Focuses on basic concepts and ethical principles of research methodology, evidence based medicine, epidemiology, and biostatistics. Application and understanding of these principles is through review of and critical thinking associated with relevant published literature.","Letter Grade - Regular",,"Completed the following:
GENCOUN511 - Developmental Anatomy and Embryology (2)
",,"false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN543","GENCOUN","543",,"Professional Issues IV","2","0","2","spring only",,"Prepares students for career advancement in genetic counseling. Students will gain practical skills in studying for the ABGC certification exam, conflict resolution, business development, job promotion, and navigating the financial aspects of healthcare. This course also ties together the foundational elements of professional development and the MSGC program through the completion of the Professional Portfolio assignment.","Letter Grade - Regular",,"Completed the following:
GENCOUN542 - Professional Issues III (2)
",,"false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN510","GENCOUN","510",,"Principles of Human Genetics","3","0","3","fall only",,"Basic principles of human and molecular genetics as it applies to the basis of human variation and disease susceptibility. Population and quantitative genetics topics include Mendelian and non-Mendelian inheritance and risk calculation using Bayesian statistics.","Letter Grade - Regular",,"Declared or admitted to Genetic Counseling MS
",,"false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN570","GENCOUN","570",,"Scholarly Project I","1","0","1","fall only",,"Culminating immersive project or practice experience with a population of interest that includes student identification of project topic and literature review process.  Students will identify a project and provide background research. Student will learn project management and presentation skills.","Pass/Fail - PF",,"Completed the following:
GENCOUN522 - Clinical Genetics II (3)
","Completed or concurrently enrolled in:
GENCOUN545 - Research Methods and Statistics (3)
","false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN692","GENCOUN","692",,"Capstone","1","0","1","fall or spring or summer or all",,"Continuation of Scholarly Project III, student will complete project with final evaluation of the scholarly project by written report of completed work and oral presentation with review by program director, involved professionals, and peers.","Pass/Fail - PF",,,"Completed or concurrently enrolled in:
GENCOUN572 - Scholarly Project III (1)
","false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN550","GENCOUN","550",,"Fieldwork II","0","5","5","summer only",,"Focuses on the foundational principles of clinical genetic counseling from a theoretical to practical approach. Students will be expected to work in clinical rotations in the prenatal, pediatric, adult, cancer, and general genetics settings to meet case-specific requirements for ABGC board certification eligibility upon graduation.","Letter Grade - Regular",,"Completed the following:
GENCOUN522 - Clinical Genetics II (3)
GENCOUN531 - Principles and Practices of Genetic Counseling II (3)
",,"false",,,"Clinical","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN515","GENCOUN","515",,"Health Care Principles and Public Health","2","0","2","summer only",,"Explores the US health care system in relation to other countries, insurance, billing and reimbursement principles, and public health specific to genetics and genomics in medicine. Legislative, privacy, and confidentiality topics will also be covered in the context of advanced patient care.","Letter Grade - Regular",,"Completed the following:
GENCOUN510 - Principles of Human Genetics (3)
",,"false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN531","GENCOUN","531",,"Principles and Practices of Genetic Counseling II","3","0","3","spring only",,"Basic counseling/communication skills and interviewing techniques, active listening, effectively reading verbal and nonverbal cues. Person-centered practices specific to genetic counseling are addressed including communicating risk and uncertainty, facilitated decision-making, non-directiveness. Topics of self care and self-disclosure included.","Letter Grade - Regular",,"Completed the following:
GENCOUN510 - Principles of Human Genetics (3)
GENCOUN530 - Principles and Practices of Genetic Counseling I (3)
",,"false",,"3","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN549","GENCOUN","549",,"Fieldwork I","0","1","1","summer only",,"Focuses on introducing both clinical and non-clinical genetic counseling settings to expose students to a variety of roles in the profession. Students will be expected to participate in a variety of supplementary and field experiences during this course","Letter Grade - Regular",,"Completed the following:
GENCOUN511 - Developmental Anatomy and Embryology (2)
GENCOUN540 - Professional Issues I (1)
",,"false",,,"Laboratory","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN580","GENCOUN","580",,"Selected Topics","V","V","1","fall or spring or summer or all",,"Subjects normally offered and studied in one department can be divided into as many as 10 areas. Each area will be assigned one number of the 580-589 group. Although the topics considered in the courses in any one area may vary from semester to semester, repeated use of any one number implies that the topics continue to be selected from the same area.  Either grades of pass/fail.","Letter Grade - Regular",,,,"true","99","99","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN552","GENCOUN","552",,"Fieldwork IV","0","5","5","fall or spring or summer or all",,"Continuation from Clinical Rotation II-III: Students will be expected to work in clinical rotations in the prenatal, pediatric, adult, cancer, and general genetics settings to gather additional experiences and complete their case-specific requirements for ABGC board certification eligibility upon graduation. A final comprehensive exam will be administered in this course.","Letter Grade - Regular",,"Completed the following:
GENCOUN551 - Fieldwork III (5)
",,"false",,,"Clinical","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN320","GENCOUN","320",,"Introduction to Clinical Embryology","2","0","2","fall and summer only",,"Introduction to the concepts of human embryology and anatomical development, underlying genetic etiologies of normal and abnormal development. Body systems and the normal development of the human embryo at different stages, including gametogenesis, fertilization, implantation, gastrulation, and neurulation will be covered, along with associations with embryological structure and the significance of normal and abnormal development. Application of related clinical abnormal indications to underlying genetic and biological mechanisms.","Letter Grade - Regular",,"Completed the following:
BIOL191 - Biology I: Introduction to Cell and Molecular Biology (FN) (4)
BIOL310 - Genetics (3)
",,"false","2","4","Lecture","Undergraduate","College of Health Sciences","Genetic Counseling"
"GENCOUN572","GENCOUN","572",,"Scholarly Project III","1","0","1","spring only",,"Continuation of Scholarly Project II, student will continue with project, collection of data, and beginning to assess for outcomes. Students will apply coordination skills with involved professionals and peers.","Pass/Fail - PF",,"Completed the following:
GENCOUN571 - Scholarly Project II (1)
",,"false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN532","GENCOUN","532",,"Principles and Practices of Genetic Counseling III","3","0","3","fall only",,"Advanced genetic counseling skills and continued exploration of psychosocial issues relevant to genetic counseling such as psychosocial development, impact of chronic illness and disability, group and family dynamics, grief and bereavement, and crisis intervention. Students will apply intensive listening skills and incorporate multiple counseling strategies and techniques with a foundational knowledge and skills needed to provide clinical counseling services to diverse populations in a culturally competent manner.","Letter Grade - Regular",,"Completed the following:
GENCOUN515 - Health Care Principles and Public Health (2)
GENCOUN531 - Principles and Practices of Genetic Counseling II (3)
",,"false",,"3","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN521","GENCOUN","521",,"Clinical Genetics I","3","0","3","spring only",,"Concepts of clinical cytogenetics, cancer genetics and pharmacogenetics as well as relevant laboratory and diagnostic techniques. Students will gain an understanding of general principles and terminology as well as the role of genetic counseling and genetic testing.","Letter Grade - Regular",,"Completed the following:
GENCOUN510 - Principles of Human Genetics (3)
",,"false",,"3","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN571","GENCOUN","571",,"Scholarly Project II","1","0","1","fall only",,"Continuation of Scholarly Project I, student will refine and finalize project leading to written proposal, approval, and execution of project launch. Students will learn project management, written and presentation skills with review by Capstone Project Coordinator.","Pass/Fail - PF",,,"Completed or concurrently enrolled in:
GENCOUN570 - Scholarly Project I (1)
","false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN540","GENCOUN","540",,"Professional Issues I","1","0","1","fall only",,"Introductory overview to the evolving landscape of genetic and genomics in medicine. Topics include professional roles and responsibilities of individuals working in the field of genetics/genomics and different delivery models to meet patient needs in a variety of demographic settings. Ethical principles, inter-disciplinary relationships, and professional issues as they relate to genetics in healthcare will also be explored.","Letter Grade - Regular",,"Declared or admitted to Genetic Counseling MS
",,"false",,"1","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN542","GENCOUN","542",,"Professional Issues III","2","0","2","fall only",,"Explores practical applications of the principles of professionalism in genetic counseling and provides tools and strategies to confidently transition from student to practicing genetic counselor. This course will allow students to explore an individualized definition of professionalism, develop their brand, and practice self-advocacy skills for navigating crucial career milestones, including conducting an effective job search, excelling in interviews, and negotiating employment terms and compensation. 
","Letter Grade - Regular",,"Completed the following:
GENCOUN515 - Health Care Principles and Public Health (2)
GENCOUN541 - Professional Issues II (1)
",,"false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN541","GENCOUN","541",,"Professional Issues II","1","0","1","spring only",,"Focuses on the professional skills needed in the practice of genetic counseling.  Medical documentation and writing, clinical genetics literature, computerized databases, professional organizations, and society position/policy statements. Discussion of ethical dilemmas. Students will participate in teaching experiences.","Letter Grade - Regular",,"Completed the following:
GENCOUN501 - Wellness Seminar (1)
GENCOUN511 - Developmental Anatomy and Embryology (2)
GENCOUN540 - Professional Issues I (1)
",,"false",,,"Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN596","GENCOUN","596",,"Independent Study","V","V","1–6","fall or spring or summer or all",,"Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","1","99","Independent Study","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN551","GENCOUN","551",,"Fieldwork III","0","5","5","fall only",,"Continuation from Clinical Rotation II: Students will be expected to work in clinical rotations in the prenatal, pediatric, adult, cancer, and general genetics settings to meet case-specific requirements for ABGC board certification eligibility upon graduation.","Letter Grade - Regular",,"Completed the following:
GENCOUN550 - Fieldwork II (5)
",,"false",,,"Clinical","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN511","GENCOUN","511",,"Developmental Anatomy and Embryology","2","0","2","fall only",,"Focuses on the fundamental concepts of human embryology and anatomical development as well as the underlying genetic etiologies of normal and abnormal human development, teratogenicity, and pre/post-natal diagnosis. Human reproduction, genetic etiologies of infertility, the advancements in assisted reproductive techniques (ART), preimplantation and prenatal diagnosis will also be covered.","Letter Grade - Regular",,,"Completed or concurrently enrolled in:
GENCOUN510 - Principles of Human Genetics (3)
","false",,"3","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN533","GENCOUN","533",,"Principles and Practices of Genetic Counseling IV","3","0","3","spring only",,"Complex concepts encountered in the practice of genetic counseling including diagnostic challenges, teaching principles and methodologies, health literacy, counseling individuals with special challenges. Dynamics of grief and bereavement, crisis intervention, clinical supervision, interprofessional skills/relationships, and ABGC Board Preparation.","Letter Grade - Regular",,"Completed the following:
GENCOUN522 - Clinical Genetics II (3)
GENCOUN532 - Principles and Practices of Genetic Counseling III (3)
",,"false",,"3","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN522","GENCOUN","522",,"Clinical Genetics II","3","0","3","spring only",,"Introduces types of research methods used in both healthcare and educational research. Emphasis is on the principles, methods, and statistical techniques used in modern health and educational environments. Students work to develop and refine the research question(s), review of literature, and proposed methodology for a capstone project of the student’s choosing.","Letter Grade - Regular",,,"Completed or concurrently enrolled in:
GENCOUN511 - Developmental Anatomy and Embryology (2)
GENCOUN521 - Clinical Genetics I (3)
","false",,"3","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENCOUN501","GENCOUN","501",,"Wellness Seminar","1","0","1","fall only",,"Overview of MS GC degree program with discussion of the program philosophy and student expectations for success. Emphasis on the personal and professional anticipatory wellness aspects including mind, body, and spiritual needs.","Letter Grade - Regular",,"Declared or admitted to Genetic Counseling MS
",,"false",,"1","Lecture","Graduate","College of Health Sciences","Genetic Counseling"
"GENDER496","GENDER","496",,"Independent Study","V","V","1–4","fall or spring or summer or all",,"Upper-division students may earn credits in independent study, usually through directed reading or by completing a special project. Students may earn no more than 4 credits in a semester and no more than 6 credits during a single academic year, and no more than a total of 9 credits may be used to meet degree requirements or university graduation requirements. Before enrolling for independent study, a student must obtain the approval of the department chair, acting on the recommendation of the instructor who will be supervising the independent study. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER200","GENDER","200",,"Intro to Gender Studies","3","0","3","fall or spring or both",,"Interdisciplinary, multicultural introduction to gender studies that provides foundation for further study. Draws selectively from scholarship and creative work of various fields to examine how concepts of gender shape lives, personal relationships, and social institutions. Gender issues will be studied from a multicultural perspective across lines of class, race, and ethnicity.","Letter Grade - Regular",,,,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER493","GENDER","493",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER596","GENDER","596",,"Independent Study","V","V","1–6","fall or spring or summer or all",,"Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Graduate","College of Arts and Sciences","Gender Studies"
"GENDER580","GENDER","580",,"Selected Topics in Gender Studies","3","0","3","fall or spring or both",,"Graduate-level studies of a particular topic relating to the field of gender studies. May be repeated for credit.","Letter Grade - Regular",,,,"true","99","99","Lecture","Graduate","College of Arts and Sciences","Gender Studies"
"GENDER280","GENDER","280",,"Colloquium in Gender Studies","3","0","3","fall or spring or both",,"Intensive studies of a particular topic relating to the field of gender studies. May be repeated for credit.","Letter Grade - Regular",,,,"true","99","99","Lecture","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER293","GENDER","293",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER301","GENDER","301","SOC471","Feminist Theory","3","0","3","fall or spring or both",,"Students encounter new perspectives by examining major theories directly useful to scholars in search of understanding and explaining gender relations. Cross-listed with SOC 471, may be taken once for credit.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  GENDER200 - Intro to Gender Studies (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER480","GENDER","480",,"Seminar in Gender Studies","3","0","3","fall or spring or both",,"Critical analysis of source material and literature on a topic of restricted scope in gender studies. May be repeated for credit.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
",,"true","99","99","Seminar","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER595","GENDER","595",,"Reading and Conference","V","V","1–4","fall or spring or summer or all",,"The conduct of topical research, assigned readings or literature review. The faculty advisor and the student prepare and sign an agreement describing the amount and type of work to be accomplished. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Lecture","Graduate","College of Arts and Sciences","Gender Studies"
"GENDER303","GENDER","303",,"Introduction to Women's Studies","3","0","3","fall or spring or both (alt yr)",,"Examines women's roles, achievements, and experiences historically and globally with attention to class, race, ethnicity, sexual orientation, politics and age. Introduces various feminist theories and discusses inequalities between men and women to envision change.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER302","GENDER","302",,"Research Methods and Perspectives","3","0","3","fall or spring or both (alt yr)",,"Examines practical problems of researching and writing about women and gender from an interdisciplinary, multicultural perspective. Emphasizes major bibliographic sources and services in gender studies.","Letter Grade - Regular",,"Completed the following:
GENDER200 - Intro to Gender Studies (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER371","GENDER","371","SOC371","The Social Psychology of Gender","3","0","3","fall or spring or both (alt yr)",,"Multinational social psychological research and theories are used to explore the processes by which societies apply gender definitions, social change, institutional policies, and relationships between women and men. Cross-listed with SOC 371, may be taken once for credit.","Letter Grade - Regular",,"Complete all of the following
Completed at least 1 of the following:
  PSYC101 - Introduction to Psychology (FS) (3)
  SOC101 - How Society Really Works: An Introduction to Sociology (FS) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER380","GENDER","380",,"Colloquium in Gender Studies","3","0","3","fall or spring or both",,"Intensive studies of a particular topic relating to the field of gender studies. May be repeated for credit.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
",,"true","99","99","Lecture","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENDER498","GENDER","498",,"Senior Seminar","V","V","3","fall or spring or both",,"Capstone course focusing on intensive individual research projects on topics of interest to the students. Recommended completion of GENDER 200 and a research methods course.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"false",,,"Seminar","Undergraduate","College of Arts and Sciences","Gender Studies"
"GENSCI496","GENSCI","496",,"Independent Study","V","V","1–4","fall or spring or summer or all",,"Upper-division students may earn credits in independent study, usually through directed reading or by completing a special project. Students may earn no more than 4 credits in a semester and no more than 6 credits during a single academic year, and no more than a total of 9 credits may be used to meet degree requirements or university graduation requirements. Before enrolling for independent study, a student must obtain the approval of the department chair, acting on the recommendation of the instructor who will be supervising the independent study. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Undergraduate","College of Arts and Sciences","Geosciences"
"GENSCI596","GENSCI","596",,"Independent Study","V","V","1–6","fall or spring or summer or all",,"Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Graduate","College of Arts and Sciences","Geosciences"
"GENSCI293","GENSCI","293",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Arts and Sciences","Geosciences"
"GENSCI305","GENSCI","305",,"Teach Science Second School","3","0","3","spring only (alternate yrs)",,"A course designed to introduce the prospective secondary school science teacher to an understanding of the nature of science, both as subject matter and as processes of scientific inquiry. Special emphasis is placed on problems of communicating scientific ideas, effective modes of instruction and evaluation, and curricular materials for secondary school science teaching.","Letter Grade - Regular",,,,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GENSCI493","GENSCI","493",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Arts and Sciences","Geosciences"
"GENSCI400","GENSCI","400",,"Concepts in Science for Teachers","3","0","3","fall or spring or both",,"Nature of conceptions of scientific phenomena today's students bring to science classes and implications of these conceptions for developing new understandings from the research in science learning. Attention given to evidence concerning how, why, and under what circumstances students develop new understandings of the phenomena.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GENSCI595","GENSCI","595",,"Reading and Conference","V","V","1–4","fall or spring or summer or all",,"The conduct of topical research, assigned readings or literature review. The faculty advisor and the student prepare and sign an agreement describing the amount and type of work to be accomplished. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Lecture","Graduate","College of Arts and Sciences","Geosciences"
"GENSCI501","GENSCI","501",,"History of Science","3","0","3","fall or spring or both",,"This is a survey of humanity's efforts to understand the natural world. ""Ancient Science"" is presented as an introduction to the evolution of science since the 16th century. ""Modern Science"" is presented with emphasis on the development of modern scientific thought. Historical illustrations of the nature of scientific research in the evolution of science are presented.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","College of Arts and Sciences","Geosciences"
"GEOG293","GEOG","293",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG101","GEOG","101",,"Introduction to Geography (FS)","3","0","3","fall and spring only","FS - Foundations of Social Sciences","Geographic survey of the nature, distribution, and relationships between natural and human systems.","Letter Grade - Regular",,,,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG570","GEOG","570","GEOS570","Earth System Science and Global Warming","3","0","3","fall or spring or both",,"Survey of interactions among physical biogeochemical processes involved in climate and climate feed back. Explore in detail scenarios of global warming for the next century and their reliability. Cross-listed with GEOS 570, may be taken once for credit.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"false",,,"Lecture","Graduate","College of Arts and Sciences","Geosciences"
"GEOG370","GEOG","370","GEOS370","Volcanoes and Society","3","0","3","fall only (odd years)",,"Impact of volcanic eruptions on human societies in the past and ways that potentially dangerous volcanoes are being studied and monitored today. Aimed at teachers and others interested in the topic; no background in geology is required. Cross-listed with GEOS 370, may be taken once for credit.","Letter Grade - Regular",,,,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG430","GEOG","430",,"GIS Data and Communication","2","2","3","fall only",,"Concepts of spatial data evaluation and map creation with the application of visualizing spatial information for map communication with geographic information systems. 360.","Letter Grade - Regular",,"Completed the following:
GEOG360 - Introduction to Geographic Information Systems (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG530","GEOG","530",,"Geographic Information Systems Data and Communication","2","2","3","fall only",,"Concepts of spatial data evaluation and map creation with the application of visualizing spatial information for map communication with geographic information systems.","Letter Grade - Regular",,"Completed the following:
GEOG560 - Introduction to Geographic Information Systems (3)
",,"false",,,"Lecture","Graduate","College of Arts and Sciences","Geosciences"
"GEOG560","GEOG","560",,"Introduction to Geographic Information Systems","2","2","3","fall or spring or both",,"Theory, concepts, principles, and practice of spatial data capture, storage, analysis, and display within a geographic information systems environment.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","College of Arts and Sciences","Geosciences"
"GEOG102","GEOG","102",,"Cultural Geography (FS)","3","0","3","fall and spring only","FS - Foundations of Social Sciences","A study of the distribution and character of cultural activities throughout the world with emphasis on human landscapes.","Letter Grade - Regular",,,,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG361","GEOG","361",,"Remote Sensing and GIS Applications","3","0","3","fall only",,"Fundamentals and applications of remote sensing for physical, natural, and social sciences and engineering. Emphasis on acquiring, processing, and interpreting satellite images through activities in ArcGIS, Google Earth Engine, and other online tools. Introduction to lidar and radar. No programming experience required.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
","Completed or concurrently enrolled in at least 1 of the following:
MATH254 - Statistical Methods (FM) (3)
MATH360 - Engineering Statistics (3)
MATH361 - Probability and Statistics I (3)
SPS240 - Data in Public Service (3)
MATH143 - College Algebra (FM) (3)
MATH161 - Mathematics for Data Science (FM) (4)
","false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG350","GEOG","350","GEOS350","Geology and Geography of National Parks","3","0","3","fall only (even years)",,"Systematic examination of the distinguishing physical environments and issues that define and face national parks. Learning goals include improved skills in scientific literature research, and written and oral communication. Cross-listed with GEOS 350, may be taken once for credit.","Letter Grade - Regular",,"Completed at least 1 of the following:
GEOL101 - Physical Geology (FN) (4)
GEOS101 - Global Environmental Science (FN) (4)
GEOL102 - Historical Geology (FN) (3)
GEOG101 - Introduction to Geography (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
